80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
size,seq_time,par_time,speedup
80,0.04520,0.00495,9.13
120,0.00009,0.00006,1.53
160,0.64434,0.01293,49.83
200,0.00015,0.00013,1.21
240,0.00038,0.00038,1.00
